,accession,sporulation,domain,phylum,class,order,family
2411,RS_GCF_900129615.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
2412,RS_GCF_900129705.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2413,RS_GCF_900129725.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
2414,RS_GCF_900129755.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2415,RS_GCF_900129785.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
2416,RS_GCF_900129825.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Nevskiaceae
2417,RS_GCF_900129865.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
2418,RS_GCF_900129875.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2419,RS_GCF_900141715.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2420,RS_GCF_900141795.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thiomicrospiraceae
2421,RS_GCF_900141855.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2422,RS_GCF_900142035.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2423,RS_GCF_900142075.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
2424,RS_GCF_900142175.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2425,RS_GCF_900142325.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2426,RS_GCF_900142415.1,no,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rhodothermaceae
2427,RS_GCF_900142515.1,no,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae
2428,RS_GCF_900142525.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
2429,RS_GCF_900142575.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
2430,RS_GCF_900142665.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2431,RS_GCF_900142785.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2432,RS_GCF_900142995.1,no,d__Bacteria,p__Firmicutes_A,c__Thermosediminibacteria,o__Thermosediminibacterales,f__Thermosediminibacteraceae
2433,RS_GCF_900143025.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae
2434,RS_GCF_900143065.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2435,RS_GCF_900143085.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
2436,RS_GCF_900143215.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae
2437,RS_GCF_900143515.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
2438,RS_GCF_900148515.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
2439,RS_GCF_900148835.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2440,RS_GCF_900155945.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae
2441,RS_GCF_900155985.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2442,RS_GCF_900156105.1,no,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales_C,f__Alkalispirochaetaceae
2443,RS_GCF_900156205.1,no,d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae
2444,RS_GCF_900156405.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae
2445,RS_GCF_900156415.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
2446,RS_GCF_900156495.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2447,RS_GCF_900156505.1,yes,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2448,RS_GCF_900156525.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2449,RS_GCF_900156535.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2450,RS_GCF_900156545.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2451,RS_GCF_900156645.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Halobacillaceae
2452,RS_GCF_900156725.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2453,RS_GCF_900156735.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2454,RS_GCF_900156755.1,yes,d__Bacteria,p__Firmicutes,c__Alicyclobacillia,o__Alicyclobacillales,f__Alicyclobacillaceae
2455,RS_GCF_900156785.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
2456,RS_GCF_900156825.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2457,RS_GCF_900162685.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
2458,RS_GCF_900163715.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae
2459,RS_GCF_900166595.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
2460,RS_GCF_900166665.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226
2461,RS_GCF_900167035.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
2462,RS_GCF_900167075.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
2463,RS_GCF_900167225.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae
2464,RS_GCF_900167265.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
2465,RS_GCF_900167335.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2466,RS_GCF_900167395.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae
2467,RS_GCF_900167445.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Caminicellaceae
2468,RS_GCF_900167525.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae
2469,RS_GCF_900167605.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Caloramatoraceae
2470,RS_GCF_900167915.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
2471,RS_GCF_900168045.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2472,RS_GCF_900168055.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
2473,RS_GCF_900168165.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae
2474,RS_GCF_900168195.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
2475,RS_GCF_900168325.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
2476,RS_GCF_900169175.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae
2477,RS_GCF_900169305.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae
2478,RS_GCF_900172315.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2479,RS_GCF_900172355.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2480,RS_GCF_900176205.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
2481,RS_GCF_900176355.1,yes,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Sporomusales,f__Sporomusaceae
2482,RS_GCF_900176505.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
2483,RS_GCF_900176515.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
2484,RS_GCF_900176565.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Halobacillaceae
2485,RS_GCF_900177325.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
2486,RS_GCF_900177405.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
2487,RS_GCF_900177735.1,no,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae
2488,RS_GCF_900177815.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae
2489,RS_GCF_900183975.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
2490,RS_GCF_900184735.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
2491,RS_GCF_900186835.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2492,RS_GCF_900186865.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
2493,RS_GCF_900186955.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
2494,RS_GCF_900186975.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae
2495,RS_GCF_900186995.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2496,RS_GCF_900187035.1,no,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae
2497,RS_GCF_900187045.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
2498,RS_GCF_900187065.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2499,RS_GCF_900187105.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
2500,RS_GCF_900187115.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae
2501,RS_GCF_900187135.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2502,RS_GCF_900187185.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2503,RS_GCF_900187225.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Listeriaceae
2504,RS_GCF_900187265.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2505,RS_GCF_900187275.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2506,RS_GCF_900187305.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
2507,RS_GCF_900187975.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2508,RS_GCF_900188085.1,no,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae
2509,RS_GCF_900188115.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
2510,RS_GCF_900188125.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2511,RS_GCF_900188155.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2512,RS_GCF_900188185.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
2513,RS_GCF_900188225.1,no,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae
2514,RS_GCF_900188235.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2515,RS_GCF_900188255.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
2516,RS_GCF_900188325.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
2517,RS_GCF_900188405.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
2518,RS_GCF_900188415.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2519,RS_GCF_900188455.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2520,RS_GCF_900197685.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2521,RS_GCF_900197855.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2522,RS_GCF_900198365.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2523,RS_GCF_900198405.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2524,RS_GCF_900198655.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2525,RS_GCF_900209925.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
2526,RS_GCF_900215205.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
2527,RS_GCF_900215245.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2528,RS_GCF_900217815.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
2529,RS_GCF_900230255.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae
2530,RS_GCF_900234795.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
2531,RS_GCF_900250075.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2532,RS_GCF_900250115.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2533,RS_GCF_900327275.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae
2534,RS_GCF_900445265.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae
2535,RS_GCF_900445835.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2536,RS_GCF_900446215.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2537,RS_GCF_900446695.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
2538,RS_GCF_900447045.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
2539,RS_GCF_900447215.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
2540,RS_GCF_900447535.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
2541,RS_GCF_900450705.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2542,RS_GCF_900450995.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2543,RS_GCF_900451095.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2544,RS_GCF_900451145.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2545,RS_GCF_900454025.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2546,RS_GCF_900454835.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
2547,RS_GCF_900456975.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae
2548,RS_GCF_900457465.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
2549,RS_GCF_900458435.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae
2550,RS_GCF_900460065.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
2551,RS_GCF_900460245.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae
2552,RS_GCF_900460345.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
2553,RS_GCF_900460465.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
2554,RS_GCF_900460525.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
2555,RS_GCF_900460535.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae
2556,RS_GCF_900461455.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2557,RS_GCF_900475275.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2558,RS_GCF_900475315.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
2559,RS_GCF_900475415.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2560,RS_GCF_900475595.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2561,RS_GCF_900475675.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2562,RS_GCF_900475755.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2563,RS_GCF_900476045.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Gemellaceae
2564,RS_GCF_900476085.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae
2565,RS_GCF_900476125.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
2566,RS_GCF_900476215.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae
2567,RS_GCF_900519355.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2568,RS_GCF_900520355.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
2569,RS_GCF_900573985.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae
2570,RS_GCF_900602065.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2571,RS_GCF_900624995.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2572,RS_GCF_900631615.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2573,RS_GCF_900635155.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2574,RS_GCF_900635445.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
2575,RS_GCF_900635455.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
2576,RS_GCF_900635495.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
2577,RS_GCF_900635815.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae
2578,RS_GCF_900636325.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae
2579,RS_GCF_900636385.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae
2580,RS_GCF_900636475.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2581,RS_GCF_900636535.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
2582,RS_GCF_900636545.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2583,RS_GCF_900636575.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
2584,RS_GCF_900636745.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2585,RS_GCF_900636825.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
2586,RS_GCF_900636965.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
2587,RS_GCF_900637055.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae
2588,RS_GCF_900637185.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
2589,RS_GCF_900637395.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae
2590,RS_GCF_900637515.1,no,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae
2591,RS_GCF_900637555.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
2592,RS_GCF_900637655.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
2593,RS_GCF_900637685.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae
2594,RS_GCF_900637705.1,no,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae
2595,RS_GCF_900637725.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae
2596,RS_GCF_900637845.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae
2597,RS_GCF_900637855.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
2598,RS_GCF_900637905.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae
2599,RS_GCF_900637975.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae
2600,RS_GCF_900638025.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2601,RS_GCF_900638155.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
2602,RS_GCF_900638335.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae
2603,RS_GCF_900638555.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
2604,RS_GCF_900638685.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
2605,RS_GCF_900660525.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
2606,RS_GCF_900660545.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
2607,RS_GCF_900660575.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
2608,RS_GCF_900660685.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
2609,RS_GCF_900660715.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
